Opportunity ID,Lost Stage,Country,Close Stage,Channel,Drop,Gender,Close Date,Campus,Interest,Format
0065J000009ECmc,,Spain,Paid Deposit,Organic Search,True,Male,2022-02-28,BCN,DA,PT
0065J000009ECwN,Technical Interview,Spain,Closed lost,Organic Search,False,Male,2022-03-16,RMT,,PT
0065J000009ED6c,Personal Interview,Spain,Closed lost,Paid Search,False,,2022-01-18,BCN,UX,PT
0065J000009EDnR,Technical Interview,Spain,Closed lost,Paid Search,False,Female,2022-03-01,BCN,UX,PT
0065J000009EERM,Student Agreement,Spain,Closed lost,Organic Search,False,Female,2022-02-01,BCN,WD,FT
0065J000009EFzk,,Spain,Paid Deposit,Paid Search,False,Male,2022-04-04,BCN,WD,FT
0065J000009EKzz,Personal Interview,Spain,Closed lost,Organic Search,False,Male,2022-03-04,RMT,DA,FT
0065J000009EOHm,,Spain,Paid Deposit,Organic Search,False,Female,2022-01-24,RMT,DA,PT
0065J000009EWVQ,,Spain,ISA won on account,Organic Search,False,Female,2022-02-16,BCN,WD,FT
0065J000009EfUX,,United Kingdom,Paid Deposit,Organic Search,False,Male,2022-02-10,BCN,UX,FT
0065J000009Embn,Personal Interview,Singapore,Closed lost,,False,,2022-05-10,BCN,WD,FT
0065J000009Ey3z,,Spain,Paid Deposit,Organic Search,False,Male,2022-02-21,RMT,WD,PT
0065J000009FGLE,,Spain,Paid Deposit,Organic Search,False,Female,2022-03-11,BCN,UX,FT
0065J000009FbdF,Personal Interview,Spain,Closed lost,Referral,False,Male,2022-03-14,BCN,DA,FT
0065J00000AwmGf,Student Agreement,Spain,Closed lost,,False,Male,2022-04-05,RMT,WD,FT
0065J00000AwrqK,,Spain,Paid Deposit,Organic Search,False,Male,2022-04-01,BCN,UX,FT
0065J00000Awrvo,Personal Interview,Spain,Closed lost,Referral,False,Female,2022-03-30,RMT,WD,FT
0065J00000Ax4eh,Student Agreement,,Closed lost,,False,Female,2022-04-13,BCN,WD,FT
0065J0000069UuQ,Technical Interview,Spain,Closed lost,Paid Search,False,Male,2022-05-03,RMT,DA,FT
0065J000009F5yl,,Spain,Paid Deposit,Paid Search,False,Male,2022-03-09,RMT,UX,FT
0065J00000BQpLX,Re-applied,Nigeria,Closed lost,Organic Search,False,Male,2022-05-13,MAD,WD,PT
0065J000009EAcN,,Spain,Paid Deposit,Organic Search,False,Male,2022-01-24,RMT,WD,FT
0065J00000AxEGI,Technical Interview,Mexico,Closed lost,Organic Search,False,Female,2022-05-20,MAD,UX,PT
0065J00000BQs90,Technical Interview,Argentina,Closed lost,Direct,False,Male,2022-06-03,MAD,DA,PT
0065J00000BmDda,Technical Interview,Spain,Closed lost,Paid Search,False,Male,2022-10-25,RMT,WD,PT
0065J00000CcWvN,Student Agreement,Mexico,Closed lost,Organic Search,False,Male,2023-01-30,MAD,WD,PT
0065J00000E4DYi,Personal Interview,Chile,Closed lost,Referral,False,Female,2023-04-18,MAD,UX,FT
0065J00000877VE,,Spain,Paid Deposit,Paid Search,False,Female,2022-01-21,MAD,DA,PT
0065J000009EDsM,Technical Interview,Spain,Closed lost,Organic Search,False,Male,2022-02-16,RMT,,PT
0065J000009EZtA,Technical Interview,Germany,Closed lost,Paid Search,False,Male,2022-03-01,MAD,UX,PT
0065J000009Ecbb,Personal Interview,Spain,Closed lost,Organic Search,False,Male,2022-02-01,BCN,WD,FT
0065J000009Eesa,,Spain,Paid Deposit,Organic Search,False,Male,2022-02-24,RMT,,PT
0065J000009F38M,,Spain,Paid Deposit,Organic Search,False,Male,2022-03-02,MAD,WD,FT
0065J00000BRLzQ,,Spain,Paid Deposit,Organic Search,False,Male,2022-07-29,RMT,WD,FT
0065J00000Bm2eK,Personal Interview,Germany,Closed lost,,False,Male,2022-08-23,MAD,WD,FT
0065J00000BmQdZ,,Spain,Paid Deposit,,False,Male,2022-09-21,RMT,UX,FT
0065J00000Bmh29,Personal Interview,Germany,Closed lost,Paid Search,False,,2022-10-13,MAD,WD,FT
0065J00000CbViK,,Spain,Paid Deposit,,False,Male,2022-12-22,MAD,WD,PT
0065J00000CbnJz,,Spain,Paid Deposit,,False,Male,2022-11-29,MAD,UX,FT
0065J00000Cbq52,Student Agreement,Spain,Closed lost,Organic Search,False,Male,2022-12-20,BCN,WD,FT
0065J00000Cbq6t,,Spain,Paid Deposit,Organic Search,False,Male,2022-11-11,RMT,DA,FT
0065J00000CbvBh,,Spain,Paid Deposit,Email,False,Male,2022-11-21,RMT,UX,PT
0065J00000CbvQS,Technical Interview,Spain,Closed lost,Paid Search,False,,2023-01-24,RMT,,FT
0065J00000Cbw7W,Student Agreement,Spain,Closed lost,Organic Search,False,Female,2022-12-21,BCN,DA,FT
0065J00000CbxQ5,Technical Interview,Spain,Closed lost,Paid Search,False,Male,2023-01-24,RMT,DA,PT
0065J00000CbxU2,Technical Interview,Spain,Closed lost,Paid Search,False,,2022-11-23,RMT,DA,PT
0065J00000Cbxlm,Personal Interview,Spain,Closed lost,Email,False,,2022-12-28,RMT,WD,PT
0065J00000CbyOt,Technical Interview,Spain,Closed lost,Direct,False,Female,2023-01-24,RMT,,FT
0065J00000CbyXR,Technical Interview,Spain,Closed lost,Social,False,Male,2023-01-24,MAD,DA,FT
0065J00000Cc1tU,Personal Interview,Spain,Closed lost,Email,False,,2022-11-29,RMT,WD,PT
0065J00000Cc1wY,Student Agreement,Spain,Closed lost,Paid Search,False,Female,2023-01-24,RMT,WD,FT
0065J00000Cc1xb,,Spain,Paid Deposit,Organic Search,True,Male,2022-11-28,BCN,WD,FT
0065J00000Cc1yF,Personal Interview,Spain,Closed lost,Email,False,,2022-11-28,RMT,,PT
0065J00000Cc4uS,,Spain,Paid Deposit,Referral,True,Male,2022-12-15,MAD,WD,PT
0065J00000Cc522,Student Agreement,Spain,Closed lost,Organic Search,False,Female,2023-01-24,MAD,UX,PT
0065J00000Cc5Eh,Personal Interview,Spain,Closed lost,Organic Search,False,,2022-11-30,RMT,WD,FT
0065J00000Cc6F7,,Spain,Paid Deposit,Paid Search,False,Male,2022-12-09,BCN,WD,PT
0065J00000Cc6Fv,Technical Interview,Spain,Closed lost,,False,Female,2023-01-24,RMT,WD,FT
0065J00000Cc6sn,,Spain,ISA won on account,Paid Search,False,Female,2022-12-02,BCN,UX,PT
0065J00000Cc7I2,Student Agreement,Spain,Closed lost,Organic Search,False,Male,2023-01-24,RMT,WD,FT
0065J00000Cc7vd,Technical Interview,Spain,Closed lost,Paid Search,False,Female,2023-01-24,MAD,WD,FT
0065J00000Cc83m,Student Agreement,Spain,Closed lost,Organic Search,False,Male,2023-01-24,BCN,DA,FT
0065J00000Cc9RQ,,Spain,Paid Deposit,Paid Search,True,Male,2022-12-01,RMT,WD,PT
0065J00000Cc9Rz,Technical Interview,Spain,Closed lost,Paid Search,False,Female,2022-12-12,BCN,DA,PT
0065J00000CcAEX,Personal Interview,Spain,Closed lost,,False,Male,2023-01-24,MAD,WD,PT
0065J00000CcAXU,Technical Interview,Ireland,Closed lost,Social,False,Female,2023-01-24,MAD,DA,FT
0065J00000CcAbH,Student Agreement,Spain,Closed lost,Other,False,Female,2023-01-24,RMT,WD,FT
0065J00000CcAi8,,Spain,Paid Deposit,Organic Search,False,Male,2022-12-02,RMT,DA,FT
0065J00000CcBDa,Re-applied,Spain,Closed lost,,False,Female,2022-12-01,RMT,WD,FT
0065J00000CcDHu,Technical Interview,Spain,Closed lost,Email,False,Male,2023-01-24,MAD,DA,PT
0065J00000CcDIs,Technical Interview,Spain,Closed lost,Paid Search,False,Male,2023-01-24,MAD,UX,PT
0065J00000CcDKe,Technical Interview,Spain,Closed lost,Other,False,,2023-01-24,BCN,WD,PT
0065J00000CcDQX,Student Agreement,Spain,Closed lost,,False,Male,2022-12-20,BCN,DA,PT
0065J00000CcDQm,,Spain,Paid Deposit,Paid Search,False,Male,2022-12-23,MAD,WD,PT
0065J00000CcEJw,Personal Interview,Spain,Closed lost,,False,Female,2023-01-24,RMT,UX,FT
0065J00000CcGSH,Student Agreement,Spain,Closed lost,Direct,False,Male,2023-01-24,RMT,WD,PT
0065J00000CcJMV,Student Agreement,Argentina,Closed lost,Organic Search,False,Male,2023-02-13,MAD,WD,PT
0065J00000CcLCI,,Spain,Paid Deposit,Paid Search,False,,2022-12-21,RMT,,FT
0065J00000CcNC0,Student Agreement,Spain,Closed lost,Organic Search,False,,2023-01-24,RMT,WD,FT
0065J00000CcNFi,,Spain,Paid Deposit,Paid Search,False,,2022-12-14,MAD,WD,PT
0065J00000CcO2L,Student Agreement,Spain,Closed lost,Organic Search,False,,2023-01-24,BCN,WD,FT
0065J00000CcPDo,Student Agreement,Spain,Closed lost,,False,,2023-01-24,RMT,WD,PT
0065J00000CcPQd,,Spain,Paid Deposit,Paid Search,False,,2022-12-27,MAD,DA,FT
0065J00000CcQVt,,Spain,Paid Deposit,Paid Search,False,Male,2022-12-27,BCN,UX,FT
0065J00000CcQeW,,Spain,Paid Deposit,Organic Search,False,,2023-01-12,RMT,UX,PT
0065J00000CcQf0,,Spain,Paid Deposit,,False,,2022-12-27,BCN,DA,FT
0065J00000CcT2u,,Spain,Paid Deposit,Direct,False,Male,2022-12-22,MAD,DA,FT
0065J00000CcUe4,Technical Interview,Spain,Closed lost,Paid Search,False,,2022-12-27,RMT,WD,FT
0065J00000CcXHc,,Spain,Paid Deposit,Organic Search,False,Male,2023-01-02,MAD,UX,FT
0065J00000CcXLK,Personal Interview,Spain,Closed lost,Paid Search,False,,2023-01-16,RMT,WD,FT
0065J00000CcXLt,,Spain,Paid Deposit,Paid Search,False,,2022-12-28,BCN,DA,FT
0065J00000CcXMX,Personal Interview,Spain,Closed lost,Organic Search,False,,2022-12-27,MAD,DA,FT
0065J00000CcXlN,Personal Interview,Spain,Closed lost,Paid Search,False,,2023-01-16,BCN,WD,FT
0065J00000CcXlm,,Spain,Paid Deposit,Paid Search,False,Male,2022-12-30,RMT,WD,FT
0065J00000CcXmz,,Spain,Paid Deposit,Paid Search,False,,2022-12-30,BCN,DA,PT
0065J00000CcXx9,Technical Interview,Mexico,Closed lost,Organic Search,False,,2023-02-13,BCN,UX,FT
0065J00000CcYPE,Student Agreement,Spain,Closed lost,Paid Search,False,Male,2023-03-15,BCN,WD,FT
0065J00000CcYQH,Personal Interview,Spain,Closed lost,,False,,2023-01-16,RMT,WD,PT
0065J00000Cca8o,,Spain,Paid Deposit,Paid Search,False,Male,2023-01-26,BCN,DA,FT
0065J00000CccdP,,Spain,Paid Deposit,Direct,False,,2023-01-05,BCN,WD,FT
0065J00000CccdZ,Technical Interview,Spain,Closed lost,Paid Search,False,Female,2023-02-13,BCN,WD,PT
0065J00000Cccpp,Personal Interview,Peru,Closed lost,Email,False,,2023-01-23,MAD,DA,FT
0065J00000Cci1g,Student Agreement,Spain,Closed lost,,False,,2023-02-20,RMT,DA,FT
0065J00000CciII,Personal Interview,Spain,Closed lost,Direct,False,,2023-01-24,RMT,DA,PT
0065J00000CcjKU,Personal Interview,Spain,Closed lost,Paid Search,False,,2023-01-24,BCN,DA,PT
0065J00000CcjNP,Technical Interview,Spain,Closed lost,Referral,False,,2023-02-14,RMT,WD,FT
0065J00000CcjNx,,Spain,Paid Deposit,Paid Search,False,,2023-01-17,BCN,WD,PT
0065J00000CcjOC,Technical Interview,Spain,Closed lost,Paid Search,False,,2023-02-13,MAD,WD,PT
0065J00000CclW8,Technical Interview,Spain,Closed lost,Paid Search,False,,2023-02-13,BCN,WD,PT
0065J00000CclzZ,Personal Interview,Spain,Closed lost,,False,Male,2023-01-17,MAD,DA,PT
0065J00000CcrgO,,Spain,Paid Deposit,Direct,False,Female,2023-01-23,RMT,WD,FT
0065J00000Ccrym,Technical Interview,Spain,Closed lost,Paid Search,False,,2023-02-13,RMT,WD,PT
0065J00000Cct7G,Personal Interview,Spain,Closed lost,Email,False,,2023-01-17,RMT,UX,PT
0065J00000Cct7a,Personal Interview,Spain,Closed lost,Email,False,,2023-01-17,BCN,WD,FT
0065J00000Cct7b,Personal Interview,Spain,Closed lost,Email,False,Female,2023-01-17,RMT,WD,PT
0065J00000Cct7k,Personal Interview,Spain,Closed lost,Other,False,,2023-01-17,RMT,WD,PT
0065J00000Cct7l,Personal Interview,Spain,Closed lost,Direct,False,,2023-01-24,BCN,DA,FT
0065J00000Cct7u,Personal Interview,Spain,Closed lost,Paid Search,False,Male,2023-01-17,BCN,DA,FT
0065J00000Cct84,Personal Interview,Spain,Closed lost,Referral,False,,2023-01-17,BCN,UX,FT
0065J00000Cct89,Personal Interview,Spain,Closed lost,Paid Search,False,,2023-01-17,RMT,,PT
0065J00000Cct8A,Technical Interview,Spain,Closed lost,Direct,False,,2023-01-31,BCN,WD,FT
0065J00000Cct8J,Personal Interview,Spain,Closed lost,,False,,2023-01-17,BCN,UX,FT
0065J00000Cct8T,Personal Interview,Spain,Closed lost,Organic Search,False,,2023-01-17,RMT,WD,FT
0065J00000Cct8Y,Personal Interview,Spain,Closed lost,Organic Search,False,,2023-01-17,RMT,WD,PT
0065J00000CctLI,Technical Interview,Spain,Closed lost,,False,Male,2023-02-13,MAD,DA,PT
0065J00000CcvpZ,Student Agreement,Spain,Closed lost,Paid Search,False,,2023-01-31,MAD,WD,PT
0065J00000Ccym9,,Spain,Paid Deposit,Direct,False,,2023-01-26,BCN,WD,PT
0065J00000Ccz4h,Personal Interview,Spain,Closed lost,,False,Male,2023-02-13,RMT,WD,PT
0065J00000CczxN,Student Agreement,Spain,Closed lost,Paid Search,False,,2023-03-27,MAD,DA,FT
0065J00000Cd02X,,Spain,Paid Deposit,,False,Male,2023-01-23,RMT,WD,FT
0065J00000Cd1bE,,Spain,Paid Deposit,,False,Male,2023-01-23,RMT,WD,FT
0065J00000Cd1iP,,Spain,ISA won on account,Social,False,,2023-02-09,RMT,UX,FT
0065J00000Cd1ij,Technical Interview,Spain,Closed lost,,False,,2023-01-23,RMT,WD,FT
0065J00000Cd1yX,Personal Interview,Spain,Closed lost,Paid Search,False,,2023-04-06,MAD,DA,PT
0065J00000Cd3ah,,Spain,Paid Deposit,Organic Search,False,Male,2023-01-30,BCN,DA,FT
0065J00000Cd3bL,Personal Interview,Spain,Closed lost,Social,False,,2023-04-06,BCN,DA,PT
0065J00000Cd3mO,Technical Interview,Spain,Closed lost,Paid Search,False,Female,2023-01-30,RMT,WD,PT
0065J00000Cd5CV,,Spain,Paid Deposit,,False,,2023-02-23,RMT,WD,FT
0065J00000Cd6tL,Technical Interview,Spain,Closed lost,,False,,2023-03-31,MAD,WD,FT
0065J00000Cd6yG,,Spain,Paid Deposit,Organic Search,False,Male,2023-02-01,MAD,WD,PT
0065J00000Cd77D,,Spain,ISA won on account,Paid Search,False,Female,2023-03-16,MAD,UX,FT
0065J00000Cd7E9,Technical Interview,Spain,Closed lost,Social,False,Female,2023-03-23,RMT,DA,PT
0065J00000Cd8ne,Student Agreement,Spain,Closed lost,Email,False,,2023-03-30,BCN,WD,FT
0065J00000CdCEY,,Spain,Paid Deposit,,False,Male,2023-02-16,RMT,WD,FT
0065J00000CdD6b,Technical Interview,Spain,Closed lost,Organic Search,False,,2023-05-25,MAD,DA,PT
0065J00000CdD6g,Technical Interview,Spain,Closed lost,Direct,False,,2023-04-19,MAD,WD,PT
0065J00000CdDRK,Technical Interview,Spain,Closed lost,,False,,2023-03-31,RMT,WD,FT
0065J00000CdDRy,Technical Interview,Spain,Closed lost,Direct,False,,2023-02-24,RMT,WD,PT
0065J00000CdEAZ,Technical Interview,Spain,Closed lost,Paid Search,False,,2023-06-19,RMT,UX,FT
0065J00000CdEMQ,Technical Interview,Spain,Closed lost,,False,Male,2023-05-04,RMT,,FT
0065J00000CdIPF,Technical Interview,Spain,Closed lost,Organic Search,False,Female,2023-02-24,BCN,DA,PT
0065J00000CdJrI,Student Agreement,Spain,Closed lost,,False,,2023-03-23,RMT,WD,PT
0065J00000CdJsQ,Technical Interview,Spain,Closed lost,Organic Search,False,,2023-03-23,RMT,UX,PT
0065J00000CdKLD,Technical Interview,Spain,Closed lost,Email,False,,2023-04-19,BCN,WD,PT
0065J00000CdKLI,Student Agreement,Spain,Closed lost,Direct,False,,2023-05-17,RMT,WD,PT
0065J00000CdMHw,Personal Interview,Spain,Closed lost,Organic Search,False,Male,2023-03-23,RMT,DA,PT
0065J00000CdMJY,Personal Interview,Spain,Closed lost,Direct,False,,2023-02-10,RMT,UX,FT
0065J00000CdOBv,Personal Interview,Spain,Closed lost,Paid Search,False,,2023-04-06,RMT,,FT
0065J00000DOOFH,Personal Interview,Spain,Closed lost,Email,False,,2023-04-27,RMT,UX,FT
0065J00000DOPhn,Technical Interview,Spain,Closed lost,Organic Search,False,Male,2023-05-30,RMT,UX,PT
0065J00000DOPhs,Personal Interview,Spain,Closed lost,Email,False,,2023-04-07,MAD,DA,FT
0065J00000DOPjA,Technical Interview,Portugal,Closed lost,Paid Search,False,,2023-05-30,MAD,WD,FT
0065J00000DOS4K,,Spain,ISA won on account,Paid Search,False,Female,2023-05-03,MAD,UX,FT
0065J00000DOTCB,,Spain,Paid Deposit,Organic Search,False,Male,2023-04-24,RMT,WD,FT
0065J00000DOToo,Technical Interview,Spain,Closed lost,Email,False,,2023-05-04,RMT,UX,FT
0065J00000DOV75,Technical Interview,Spain,Closed lost,Paid Search,False,,2023-05-30,BCN,WD,FT
0065J00000DOZoq,Technical Interview,Spain,Closed lost,Other,False,Male,2023-05-23,RMT,WD,PT
0065J00000DObdf,Technical Interview,Spain,Closed lost,Paid Search,False,Female,2023-05-30,RMT,DA,PT
0065J00000DOcX9,Technical Interview,Spain,Closed lost,Organic Search,False,Male,2023-05-30,MAD,WD,FT
0065J00000DOe9i,Technical Interview,Spain,Closed lost,Organic Search,False,,2023-06-05,MAD,WD,FT
0065J00000DOhKZ,Personal Interview,Spain,Closed lost,Referral,False,,2023-05-17,RMT,UX,FT
0065J00000DOhRu,Personal Interview,Spain,Closed lost,Paid Search,False,,2023-05-04,BCN,WD,PT
0065J00000DOhdg,Student Agreement,Spain,Closed lost,,False,,2023-05-31,RMT,WD,FT
0065J00000DOiUL,Technical Interview,Spain,Closed lost,Organic Search,False,Female,2023-06-05,RMT,UX,PT
0065J00000DOjjC,Personal Interview,Spain,Closed lost,Paid Search,False,,2023-05-22,MAD,UX,FT
0065J00000DOjp5,,Spain,Paid Deposit,Direct,False,Female,2023-05-04,MAD,DA,FT
0065J00000DOkMd,Personal Interview,Spain,Closed lost,Paid Search,False,,2023-06-20,MAD,WD,FT
0065J00000DOkVk,Technical Interview,Spain,Closed lost,Paid Search,False,,2023-06-05,RMT,DA,FT
0065J00000DOlNh,Technical Interview,Spain,Closed lost,Organic Search,False,Female,2023-06-20,MAD,DA,FT
0065J00000DOmQD,Student Agreement,Spain,Closed lost,Paid Search,False,Male,2023-06-21,BCN,UX,FT
0065J00000DOoXu,Personal Interview,Spain,Closed lost,Direct,False,,2023-06-05,MAD,WD,FT
0065J00000DOpEj,Technical Interview,Spain,Closed lost,Paid Search,False,Male,2023-06-05,MAD,DA,FT
0065J00000DOpG6,,Spain,Paid Deposit,Direct,False,Male,2023-05-17,MAD,DA,FT
0065J00000DOtj2,Personal Interview,Spain,Closed lost,Organic Search,False,,2023-06-20,RMT,WD,FT
0065J00000DOuRx,,Spain,Paid Deposit,Organic Search,False,Male,2023-05-29,MAD,DA,FT
0065J00000DOvTQ,Technical Interview,Spain,Closed lost,,False,,2023-06-21,MAD,WD,FT
0065J00000DOvUE,,Spain,Paid Deposit,,False,Male,2023-05-25,MAD,WD,FT
0065J00000DOvs6,Technical Interview,Spain,Closed lost,Email,False,Female,2023-06-13,BCN,WD,PT
0065J00000DOvtJ,Technical Interview,Spain,Closed lost,Paid Search,False,,2023-06-28,RMT,DA,PT
0065J00000DOvzW,Personal Interview,Spain,Closed lost,Organic Search,False,,2023-05-18,MAD,WD,PT
0065J00000DOw6D,Technical Interview,Spain,Closed lost,Organic Search,False,,2023-06-05,RMT,UX,FT
0065J00000DOy4d,,Spain,Paid Deposit,Paid Search,False,Non-binary,2023-05-24,MAD,DA,FT
0065J00000DPK7y,Technical Interview,Spain,Closed lost,Paid Search,False,,2023-06-28,MAD,UX,FT
0065J00000DPcPT,,Spain,Paid Deposit,Paid Search,False,Female,2023-05-29,RMT,UX,FT
0065J00000DPcSN,,Spain,Paid Deposit,,False,Female,2023-05-29,BCN,UX,PT
0065J00000DPdjs,,Spain,Student Agreement,Paid Search,False,,2023-06-30,MAD,UX,FT
0065J00000DPg2n,Student Agreement,Spain,Closed lost,Paid Search,False,Male,2023-06-28,RMT,,FT
0065J00000DPgbM,,Spain,Student Agreement,Paid Search,False,Male,2023-06-30,RMT,WD,FT
0065J00000DPhv9,,Spain,Paid Deposit,Paid Search,True,Male,2023-06-06,RMT,DA,FT
0065J00000DPhyc,,Spain,Paid Deposit,Paid Search,False,Female,2023-06-15,MAD,WD,FT
0065J00000DPn8G,Personal Interview,Spain,Closed lost,Direct,False,,2023-06-22,MAD,UX,FT
0065J00000DPnPg,,Spain,Paid Deposit,Paid Search,False,Male,2023-06-20,RMT,WD,FT
0065J00000DPtwj,,Spain,Paid Deposit,Direct,False,Male,2023-06-23,RMT,WD,FT
0065J00000DPycI,,Spain,Paid Deposit,Paid Search,False,Male,2023-06-28,MAD,DA,FT
0065J00000DQ0Se,,Spain,Paid Deposit,Paid Search,False,Male,2023-06-30,BCN,DA,FT
0065J00000E3WF5,Personal Interview,Spain,Closed lost,Paid Search,False,Male,2023-02-14,RMT,,FT
0065J00000E3WF9,Technical Interview,Spain,Closed lost,Organic Search,False,,2023-03-31,RMT,WD,FT
0065J00000E3WFE,Personal Interview,Spain,Closed lost,Direct,False,Female,2023-02-14,BCN,UX,PT
0065J00000E3WFF,Personal Interview,Spain,Closed lost,Social,False,,2023-03-23,RMT,DA,PT
0065J00000E3WGm,,Spain,Paid Deposit,Organic Search,False,Female,2023-02-21,RMT,UX,PT
0065J00000E3WHj,,Spain,ISA won on account,Paid Search,True,,2023-03-21,RMT,WD,FT
0065J00000E3WTQ,,Spain,Paid Deposit,,False,,2023-02-24,MAD,DA,FT
0065J00000E3XiM,Student Agreement,Spain,Closed lost,Paid Search,False,,2023-03-30,RMT,WD,FT
0065J00000E3Xp3,Student Agreement,Spain,Closed lost,Referral,False,,2023-03-23,RMT,WD,FT
0065J00000E3Yus,Technical Interview,Spain,Closed lost,Direct,False,Female,2023-03-31,BCN,WD,FT
0065J00000E3bYv,,Spain,Paid Deposit,Other,False,Male,2023-03-01,MAD,DA,FT
0065J00000E3czy,Personal Interview,Spain,Closed lost,Direct,False,,2023-03-23,MAD,UX,FT
0065J00000E3dgh,,Spain,Paid Deposit,Organic Search,False,,2023-02-27,MAD,DA,FT
0065J00000E3e8v,,Spain,Paid Deposit,Referral,False,Male,2023-04-05,BCN,DA,FT
0065J00000E3f1Z,Technical Interview,Spain,Closed lost,Paid Search,False,Female,2023-03-02,BCN,UX,PT
0065J00000E3gBB,Technical Interview,Spain,Closed lost,Organic Search,False,,2023-05-17,BCN,DA,FT
0065J00000E3i4l,,Spain,Paid Deposit,Referral,False,,2023-03-06,RMT,WD,FT
0065J00000E3j8y,Re-applied,Spain,Closed lost,,False,,2023-03-09,MAD,WD,FT
0065J00000E3kft,,Spain,Paid Deposit,Paid Search,False,,2023-03-03,MAD,WD,FT
0065J00000E3m9p,Student Agreement,Spain,Closed lost,,False,,2023-04-11,MAD,DA,FT
0065J00000E3ndK,Personal Interview,Spain,Closed lost,,False,Male,2023-04-07,BCN,UX,FT
0065J00000E3o2o,,Spain,ISA won on account,Paid Search,False,,2023-03-13,BCN,DA,FT
0065J00000E3o4L,Student Agreement,Spain,Closed lost,Email,False,,2023-05-04,RMT,DA,PT
0065J00000E3oEG,Technical Interview,Spain,Closed lost,Other,False,Female,2023-03-09,RMT,WD,PT
0065J00000E3oEu,,Spain,Paid Deposit,Direct,False,Male,2023-03-22,BCN,DA,FT
0065J00000E3oIS,Technical Interview,Spain,Closed lost,Other,False,,2023-04-19,RMT,,PT
0065J00000E3phY,,Spain,Paid Deposit,Direct,False,Male,2023-03-08,MAD,WD,FT
0065J00000E3ra5,Student Agreement,Spain,Closed lost,,False,Female,2023-04-06,BCN,DA,PT
